,bbox_id,air_quality,area,closest_shop,cloud_cover,humidity,shops_amount,temperature
340,Berlin4,72,822.664542647075,27,0.61,0.69,29,11.58
341,Berlin4,72,4601.55197224291,88,0.61,0.69,53,11.58
342,Berlin4,72,197.097217503263,22,0.61,0.69,36,11.58
343,Berlin4,72,631.630842190983,143,0.61,0.69,33,11.58
344,Berlin4,72,42.0932733995504,126,0.61,0.69,19,11.58
345,Berlin4,75,1967.1816184634,173,0.61,0.69,7,11.62
346,Berlin4,75,479.659575326626,83,0.61,0.69,17,11.62
347,Berlin4,65,2713.17363717401,181,0.61,0.69,5,11.6
348,Berlin4,72,88.617818326136,225,0.61,0.69,15,11.58
349,Berlin4,75,1070.3181195515199,188,0.61,0.69,22,11.62
350,Berlin4,75,398.466333610156,197,0.61,0.69,7,11.62
351,Berlin4,72,86.2766438021193,26,0.61,0.69,15,11.58
352,Berlin4,72,84.68164072782471,32,0.61,0.69,22,11.58
353,Berlin4,65,3995.37174495105,122,0.61,0.69,25,11.6
354,Berlin4,72,10277.753198418399,249,0.61,0.69,7,11.58
355,Berlin4,72,175.110936592561,112,0.61,0.69,18,11.58
356,Berlin4,65,618.5376316530201,101,0.61,0.69,32,11.6
357,Berlin4,72,516.945870108534,25,0.61,0.69,24,11.58
358,Berlin4,84,2450.13337622347,98,0.61,0.69,15,11.62
359,Berlin4,65,819.0018786469769,140,0.61,0.69,31,11.6
360,Berlin4,72,387.786540346864,68,0.61,0.69,31,11.58
361,Berlin4,72,124.450504939279,69,0.61,0.69,17,11.58
362,Berlin4,72,684.792055019366,22,0.61,0.69,46,11.58
363,Berlin4,65,1970.40282129147,145,0.61,0.69,24,11.6
364,Berlin4,72,84.265217513346,58,0.61,0.69,14,11.58
365,Berlin4,65,313.575092314221,162,0.61,0.69,15,11.6
366,Berlin4,72,2191.28413748655,79,0.61,0.69,5,11.58
367,Berlin4,72,543.581764079901,16,0.61,0.69,23,11.58
368,Berlin4,65,882.107250182773,91,0.61,0.69,40,11.6
369,Berlin4,65,447.15909540944,75,0.61,0.69,33,11.6
370,Berlin4,84,85.5735155708025,3,0.61,0.69,13,11.62
371,Berlin4,75,123.21296215493099,84,0.61,0.69,17,11.62
372,Berlin4,65,252.160354034959,67,0.61,0.69,52,11.6
373,Berlin4,65,1611.76362469205,29,0.61,0.69,46,11.6
374,Berlin4,84,2765.3790392018104,213,0.61,0.69,17,11.62
375,Berlin4,84,6289.67616459093,204,0.61,0.69,3,11.62
